times,counts_P,counts_R
4.0,12.0,0.0
4.0,15.0,0.0
4.0,36.0,13.0
4.0,10.0,0.0
4.0,30.0,2.0
4.0,32.0,2.0
4.0,32.0,18.0
4.0,12.0,0.0
4.0,25.0,0.0
4.0,22.0,3.0
4.0,23.0,6.0
4.0,11.0,2.0
4.0,21.0,2.0
4.0,18.0,2.0
4.0,30.0,5.0
4.0,46.0,5.0
4.0,15.0,2.0
4.0,17.0,1.0
4.0,20.0,1.0
4.0,28.0,2.0
4.0,32.0,1.0
4.0,30.0,3.0
4.0,19.0,1.0
4.0,49.0,4.0
4.0,33.0,12.0
4.0,31.0,2.0
4.0,38.0,6.0
4.0,20.0,4.0
4.0,25.0,4.0
4.0,33.0,7.0
4.0,25.0,3.0
4.0,46.0,0.0
4.0,29.0,2.0
4.0,26.0,4.0
4.0,8.0,0.0
4.0,14.0,0.0
4.0,16.0,2.0
4.0,22.0,2.0
4.0,36.0,5.0
4.0,16.0,3.0
4.0,23.0,3.0
4.0,30.0,2.0
4.0,28.0,3.0
4.0,56.0,3.0
4.0,29.0,1.0
4.0,22.0,4.0
4.0,40.0,3.0
4.0,44.0,6.0
4.0,20.0,1.0
4.0,13.0,2.0
4.0,21.0,0.0
4.0,10.0,0.0
4.0,49.0,3.0
4.0,26.0,1.0
4.0,16.0,4.0
4.0,7.0,0.0
4.0,34.0,0.0
4.0,33.0,5.0
4.0,41.0,3.0
4.0,20.0,2.0
4.0,20.0,2.0
4.0,36.0,5.0
4.0,31.0,6.0
4.0,17.0,0.0
4.0,33.0,5.0
4.0,40.0,4.0
4.0,37.0,2.0
4.0,7.0,0.0
4.0,26.0,4.0
4.0,11.0,0.0
4.0,9.0,0.0
4.5,31.0,0.0
4.5,5.0,1.0
4.5,21.0,1.0
4.5,10.0,0.0
4.5,30.0,2.0
4.5,24.0,1.0
4.5,24.0,1.0
4.5,30.0,5.0
4.5,34.0,1.0
4.5,3.0,1.0
4.5,42.0,2.0
4.5,38.0,2.0
4.5,27.0,3.0
4.5,43.0,9.0
4.5,35.0,2.0
4.5,27.0,1.0
4.5,11.0,0.0
4.5,17.0,0.0
4.5,35.0,0.0
4.5,3.0,0.0
4.5,25.0,0.0
4.5,17.0,0.0
4.5,29.0,3.0
4.5,27.0,3.0
4.5,11.0,0.0
4.5,7.0,0.0
4.5,8.0,0.0
4.5,21.0,1.0
4.5,13.0,0.0
4.5,23.0,1.0
4.5,22.0,0.0
4.5,26.0,2.0
4.5,24.0,2.0
4.5,18.0,0.0
4.5,39.0,2.0
4.5,30.0,1.0
4.5,41.0,3.0
4.5,28.0,1.0
4.5,21.0,0.0
4.5,9.0,0.0
4.5,15.0,0.0
4.5,9.0,0.0
4.5,20.0,0.0
4.5,29.0,4.0
4.5,16.0,0.0
4.5,13.0,0.0
4.5,19.0,0.0
4.5,30.0,1.0
4.5,41.0,3.0
4.5,25.0,1.0
4.5,30.0,3.0
4.5,44.0,3.0
4.5,20.0,0.0
4.5,23.0,0.0
4.5,34.0,5.0
4.5,43.0,1.0
4.5,6.0,0.0
4.5,21.0,1.0
4.5,24.0,0.0
4.5,26.0,3.0
4.5,24.0,4.0
4.5,40.0,5.0
4.5,36.0,2.0
4.5,28.0,1.0
4.5,17.0,1.0
4.5,19.0,1.0
4.5,40.0,3.0
4.5,19.0,2.0
4.5,18.0,0.0
4.5,16.0,0.0
4.5,26.0,10.0
4.5,12.0,0.0
4.5,17.0,0.0
4.5,14.0,5.0
4.5,35.0,3.0
4.5,28.0,2.0
4.5,21.0,0.0
4.5,10.0,1.0
4.5,20.0,0.0
4.5,27.0,7.0
4.5,31.0,4.0
4.5,13.0,0.0
4.5,13.0,0.0
4.5,25.0,1.0
4.5,47.0,4.0
4.5,27.0,2.0
4.5,20.0,0.0
4.5,16.0,1.0
4.5,30.0,0.0
4.5,34.0,7.0
4.5,32.0,0.0
4.5,16.0,0.0
4.5,16.0,1.0
4.5,35.0,2.0
4.5,26.0,1.0
4.5,40.0,1.0
4.5,18.0,0.0
4.5,16.0,1.0
4.5,17.0,1.0
4.5,34.0,7.0
4.5,20.0,1.0
4.5,20.0,0.0
4.5,35.0,2.0
4.5,14.0,1.0
4.5,26.0,2.0
4.5,28.0,2.0
4.5,30.0,4.0
4.5,32.0,3.0
4.5,23.0,1.0
4.5,12.0,3.0
4.5,12.0,0.0
4.5,14.0,0.0
4.5,19.0,1.0
4.5,15.0,0.0
4.5,18.0,0.0
4.5,5.0,1.0
4.5,18.0,2.0
4.5,3.0,0.0
4.5,11.0,0.0
4.5,14.0,1.0
4.5,14.0,0.0
4.5,20.0,1.0
4.5,2.0,0.0
4.5,23.0,1.0
4.5,22.0,3.0
4.5,37.0,2.0
4.5,29.0,4.0
4.5,34.0,0.0
4.5,34.0,1.0
4.5,9.0,0.0
4.5,14.0,0.0
4.5,24.0,0.0
4.5,39.0,3.0
4.5,32.0,0.0
4.5,31.0,0.0
4.5,6.0,0.0
4.5,1.0,0.0
4.5,5.0,1.0
4.5,28.0,0.0
4.5,50.0,10.0
4.5,46.0,6.0
4.5,17.0,0.0
4.5,14.0,1.0
4.5,33.0,2.0
4.5,8.0,0.0
4.5,10.0,0.0
4.5,40.0,5.0
4.5,34.0,3.0
4.5,18.0,8.0
4.5,16.0,0.0
4.5,18.0,1.0
4.5,14.0,0.0
4.5,31.0,1.0
4.5,18.0,0.0
4.5,41.0,4.0
4.5,5.0,0.0
4.5,11.0,1.0
4.5,40.0,4.0
4.5,4.0,0.0
4.5,5.0,0.0
4.5,39.0,0.0
4.5,26.0,3.0
4.5,29.0,1.0
4.5,20.0,0.0
4.5,12.0,0.0
4.5,8.0,0.0
4.5,8.0,0.0
4.5,22.0,3.0
4.5,8.0,0.0
4.5,9.0,1.0
4.5,20.0,1.0
4.5,24.0,1.0
4.5,41.0,3.0
4.5,26.0,2.0
4.5,34.0,5.0
4.5,26.0,2.0
4.5,21.0,0.0
4.5,30.0,0.0
4.5,21.0,1.0
4.5,18.0,0.0
4.5,19.0,1.0
4.5,20.0,1.0
4.5,29.0,1.0
4.5,25.0,1.0
4.5,41.0,1.0
4.5,23.0,2.0
4.5,45.0,4.0
4.5,12.0,0.0
4.5,25.0,0.0
4.5,10.0,0.0
4.5,33.0,2.0
4.5,27.0,0.0
4.5,20.0,1.0
4.5,36.0,8.0
4.5,44.0,2.0
4.5,18.0,0.0
4.5,10.0,0.0
4.5,27.0,2.0
4.5,5.0,0.0
4.5,7.0,0.0
4.5,50.0,0.0
4.5,36.0,1.0
4.5,7.0,0.0
4.5,19.0,0.0
4.5,7.0,0.0
4.5,15.0,0.0
4.5,26.0,0.0
4.5,43.0,2.0
4.5,13.0,0.0
4.5,20.0,1.0
4.5,11.0,0.0
4.5,42.0,4.0
4.5,36.0,2.0
4.5,18.0,0.0
4.5,39.0,5.0
4.5,12.0,0.0
4.5,13.0,0.0
4.5,45.0,2.0
4.5,32.0,1.0
4.5,3.0,0.0
4.5,18.0,0.0
4.5,24.0,0.0
4.5,37.0,1.0
4.5,11.0,0.0
4.5,21.0,7.0
4.5,29.0,2.0
4.5,14.0,0.0
4.5,40.0,5.0
4.5,27.0,0.0
4.5,31.0,16.0
4.5,13.0,0.0
4.5,27.0,2.0
4.5,10.0,0.0
4.5,41.0,2.0
4.5,18.0,1.0
4.5,7.0,0.0
4.5,32.0,1.0
4.5,21.0,1.0
4.5,7.0,0.0
4.5,20.0,0.0
4.5,23.0,2.0
4.5,38.0,4.0
4.5,14.0,1.0
4.5,21.0,0.0
4.5,37.0,2.0
4.5,22.0,3.0
4.5,38.0,8.0
4.5,38.0,2.0
4.5,16.0,2.0
4.5,28.0,2.0
4.5,24.0,1.0
4.5,13.0,1.0
4.5,15.0,0.0
4.5,55.0,3.0
4.5,10.0,0.0
4.5,22.0,1.0
4.5,40.0,1.0
4.5,34.0,2.0
4.5,17.0,2.0
4.5,38.0,1.0
4.5,8.0,0.0
4.5,22.0,0.0
4.5,16.0,2.0
4.5,10.0,16.0
4.5,11.0,2.0
4.5,18.0,1.0
4.5,17.0,0.0
4.5,29.0,1.0
4.5,6.0,0.0
4.5,15.0,0.0
4.5,11.0,0.0
4.5,9.0,0.0
4.5,20.0,0.0
4.5,34.0,6.0
4.5,17.0,0.0
4.5,15.0,0.0
4.5,8.0,0.0
4.5,32.0,2.0
4.5,27.0,1.0
4.5,33.0,1.0
4.5,31.0,5.0
4.5,14.0,0.0
4.5,31.0,0.0
4.5,32.0,11.0
4.5,44.0,4.0
4.5,22.0,2.0
4.5,30.0,0.0
4.5,39.0,3.0
4.5,43.0,5.0
4.5,16.0,0.0
4.5,14.0,0.0
4.5,19.0,0.0
4.5,17.0,0.0
4.5,23.0,2.0
4.5,23.0,1.0
4.5,44.0,2.0
4.5,17.0,2.0
4.5,27.0,0.0
4.5,9.0,0.0
4.5,21.0,0.0
5.0,17.0,0.0
5.0,32.0,1.0
5.0,37.0,2.0
5.0,24.0,7.0
5.0,13.0,1.0
5.0,32.0,0.0
5.0,26.0,1.0
5.0,18.0,1.0
5.0,28.0,1.0
5.0,16.0,0.0
5.0,25.0,1.0
5.0,20.0,1.0
5.0,49.0,1.0
5.0,6.0,0.0
5.0,56.0,12.0
5.0,14.0,1.0
5.0,22.0,0.0
5.0,18.0,0.0
5.0,31.0,0.0
5.0,39.0,0.0
5.0,22.0,0.0
5.0,11.0,0.0
5.0,56.0,3.0
5.0,49.0,1.0
5.0,5.0,0.0
5.0,53.0,3.0
5.0,38.0,2.0
5.0,16.0,12.0
5.0,46.0,4.0
5.0,40.0,5.0
5.0,42.0,1.0
5.0,12.0,0.0
5.0,19.0,0.0
5.0,46.0,2.0
5.0,11.0,0.0
5.0,23.0,0.0
5.0,22.0,1.0
5.0,21.0,2.0
5.0,16.0,0.0
5.0,28.0,0.0
5.0,14.0,0.0
5.0,24.0,0.0
5.0,23.0,1.0
5.0,36.0,0.0
5.0,25.0,0.0
5.0,5.0,0.0
5.0,12.0,0.0
5.0,25.0,9.0
5.0,18.0,1.0
5.0,24.0,1.0
5.0,14.0,8.0
5.0,13.0,0.0
5.0,37.0,2.0
5.0,27.0,1.0
5.0,4.0,0.0
5.0,7.0,0.0
5.0,15.0,0.0
5.0,6.0,0.0
5.0,46.0,3.0
5.0,24.0,0.0
5.0,27.0,0.0
5.0,43.0,1.0
5.0,12.0,0.0
5.0,23.0,1.0
5.0,8.0,0.0
5.0,21.0,0.0
5.0,4.0,0.0
5.0,26.0,1.0
5.0,38.0,1.0
5.0,28.0,1.0
5.0,19.0,4.0
5.0,7.0,0.0
5.0,27.0,1.0
5.0,5.0,0.0
5.0,26.0,1.0
5.0,19.0,1.0
5.0,10.0,0.0
5.0,15.0,0.0
5.0,7.0,0.0
5.0,28.0,2.0
5.0,2.0,0.0
5.0,35.0,1.0
5.0,32.0,1.0
5.0,32.0,0.0
5.0,18.0,5.0
5.0,43.0,4.0
5.0,21.0,0.0
5.0,29.0,2.0
5.0,29.0,0.0
5.0,20.0,1.0
5.0,16.0,0.0
5.0,27.0,1.0
5.0,16.0,0.0
5.0,8.0,0.0
5.0,12.0,1.0
5.0,21.0,0.0
5.0,3.0,0.0
5.0,7.0,4.0
5.0,29.0,2.0
5.0,12.0,0.0
5.0,24.0,0.0
5.0,6.0,0.0
5.0,21.0,0.0
5.0,17.0,1.0
5.0,31.0,6.0
5.0,16.0,2.0
5.0,22.0,1.0
5.0,24.0,1.0
5.0,28.0,0.0
5.0,17.0,0.0
5.0,34.0,1.0
5.0,18.0,0.0
5.0,14.0,9.0
5.0,35.0,0.0
5.0,17.0,0.0
5.0,12.0,0.0
5.0,43.0,4.0
5.0,11.0,0.0
5.0,6.0,0.0
5.0,2.0,0.0
5.0,32.0,1.0
5.0,23.0,7.0
5.0,33.0,2.0
5.0,41.0,1.0
5.0,11.0,0.0
5.0,27.0,11.0
5.0,17.0,2.0
5.0,16.0,1.0
5.0,11.0,0.0
5.0,30.0,0.0
5.0,5.0,0.0
5.0,31.0,1.0
5.0,40.0,0.0
5.0,16.0,0.0
5.0,23.0,0.0
5.0,24.0,1.0
5.0,15.0,1.0
5.0,16.0,0.0
5.0,8.0,0.0
5.0,26.0,0.0
5.0,25.0,0.0
5.0,20.0,0.0
5.0,34.0,1.0
5.0,24.0,1.0
5.0,34.0,1.0
5.0,8.0,0.0
5.0,34.0,0.0
5.0,14.0,0.0
5.0,6.0,0.0
5.0,12.0,0.0
5.0,16.0,0.0
5.0,39.0,1.0
5.0,25.0,0.0
5.0,9.0,0.0
5.0,19.0,0.0
5.0,25.0,0.0
5.0,26.0,0.0
5.0,23.0,0.0
5.0,14.0,0.0
5.0,4.0,0.0
5.0,22.0,1.0
5.0,25.0,2.0
5.0,52.0,4.0
5.0,21.0,7.0
5.0,18.0,0.0
5.0,17.0,5.0
5.0,9.0,0.0
5.0,38.0,2.0
5.0,14.0,0.0
5.0,39.0,1.0
5.0,11.0,0.0
5.0,6.0,0.0
5.0,15.0,1.0
5.0,34.0,2.0
5.0,17.0,0.0
5.0,23.0,0.0
5.0,15.0,0.0
5.0,40.0,5.0
5.0,16.0,1.0
5.0,26.0,0.0
5.0,16.0,0.0
5.0,26.0,0.0
5.0,6.0,0.0
5.0,4.0,0.0
5.0,10.0,0.0
5.0,15.0,0.0
5.0,16.0,1.0
5.0,29.0,1.0
5.0,10.0,0.0
5.0,9.0,1.0
5.0,15.0,0.0
5.0,29.0,0.0
5.0,21.0,0.0
5.0,40.0,4.0
5.0,18.0,1.0
5.0,29.0,0.0
5.0,38.0,0.0
5.0,22.0,1.0
5.0,41.0,0.0
5.0,28.0,3.0
5.0,22.0,0.0
5.0,17.0,7.0
5.0,12.0,0.0
5.0,17.0,0.0
5.0,14.0,4.0
5.0,22.0,1.0
5.0,22.0,1.0
5.0,14.0,0.0
5.0,14.0,1.0
5.0,19.0,1.0
5.0,32.0,1.0
5.0,32.0,1.0
5.0,25.0,1.0
5.0,27.0,0.0
5.0,12.0,0.0
5.0,12.0,0.0
5.0,27.0,1.0
5.0,9.0,0.0
5.0,18.0,0.0
5.0,14.0,0.0
5.0,16.0,0.0
5.0,38.0,1.0
5.0,1.0,0.0
5.0,17.0,1.0
5.0,22.0,0.0
5.0,19.0,0.0
5.0,13.0,1.0
5.0,35.0,6.0
5.0,53.0,5.0
5.0,16.0,0.0
5.0,8.0,0.0
5.0,36.0,0.0
5.0,25.0,1.0
5.0,9.0,0.0
5.0,29.0,2.0
5.0,44.0,4.0
5.0,5.0,0.0
5.0,19.0,0.0
5.0,44.0,1.0
5.0,21.0,0.0
5.0,30.0,0.0
5.0,8.0,0.0
5.0,22.0,0.0
5.0,12.0,1.0
5.0,19.0,10.0
5.0,7.0,0.0
5.0,23.0,0.0
5.0,2.0,0.0
5.0,37.0,0.0
5.0,43.0,6.0
5.0,21.0,0.0
5.0,39.0,1.0
5.0,22.0,0.0
5.0,23.0,8.0
5.0,19.0,0.0
5.0,27.0,0.0
5.0,9.0,0.0
5.0,35.0,2.0
5.0,20.0,1.0
5.0,25.0,7.0
5.0,24.0,3.0
5.0,29.0,0.0
5.0,13.0,0.0
5.0,17.0,0.0
5.0,14.0,0.0
5.0,48.0,0.0
5.0,25.0,1.0
5.0,18.0,0.0
5.0,22.0,0.0
5.0,4.0,0.0
5.0,39.0,3.0
5.0,10.0,0.0
5.0,14.0,0.0
5.0,22.0,1.0
5.0,3.0,0.0
5.0,20.0,0.0
5.0,23.0,0.0
5.0,14.0,0.0
5.0,42.0,2.0
5.0,27.0,0.0
5.0,20.0,3.0
5.0,21.0,2.0
5.0,36.0,1.0
5.0,28.0,5.0
5.0,13.0,0.0
5.0,54.0,2.0
5.0,14.0,0.0
5.0,35.0,1.0
5.0,15.0,0.0
5.0,34.0,10.0
5.0,11.0,0.0
5.0,17.0,0.0
5.0,33.0,2.0
5.0,21.0,0.0
5.0,14.0,0.0
5.0,14.0,1.0
5.0,29.0,1.0
5.0,7.0,0.0
5.0,2.0,0.0
5.0,6.0,0.0
5.5,31.0,2.0
5.5,32.0,2.0
5.5,29.0,0.0
5.5,11.0,0.0
5.5,66.0,9.0
5.5,12.0,0.0
5.5,6.0,0.0
5.5,26.0,1.0
5.5,17.0,0.0
5.5,16.0,0.0
5.5,50.0,1.0
5.5,20.0,1.0
5.5,21.0,0.0
5.5,20.0,1.0
5.5,32.0,0.0
5.5,19.0,0.0
5.5,12.0,0.0
5.5,12.0,0.0
5.5,45.0,2.0
5.5,16.0,0.0
5.5,26.0,1.0
5.5,25.0,1.0
5.5,29.0,0.0
5.5,21.0,1.0
5.5,15.0,0.0
5.5,0.0,0.0
5.5,10.0,1.0
5.5,28.0,0.0
5.5,10.0,0.0
5.5,18.0,1.0
5.5,8.0,0.0
5.5,9.0,0.0
5.5,15.0,1.0
5.5,38.0,14.0
5.5,28.0,2.0
5.5,34.0,1.0
5.5,16.0,0.0
5.5,38.0,2.0
5.5,16.0,0.0
5.5,37.0,2.0
5.5,4.0,0.0
5.5,15.0,3.0
5.5,42.0,0.0
5.5,15.0,0.0
5.5,29.0,2.0
5.5,13.0,0.0
5.5,41.0,1.0
5.5,38.0,1.0
5.5,19.0,11.0
5.5,11.0,0.0
5.5,5.0,0.0
5.5,50.0,3.0
5.5,16.0,1.0
5.5,21.0,0.0
5.5,17.0,0.0
5.5,19.0,0.0
5.5,10.0,0.0
5.5,3.0,0.0
5.5,46.0,3.0
5.5,16.0,0.0
5.5,30.0,1.0
5.5,13.0,0.0
5.5,31.0,0.0
5.5,5.0,0.0
5.5,23.0,0.0
5.5,9.0,0.0
5.5,9.0,0.0
5.5,28.0,0.0
5.5,9.0,0.0
5.5,11.0,0.0
5.5,30.0,1.0
5.5,7.0,1.0
5.5,12.0,0.0
5.5,22.0,0.0
5.5,33.0,0.0
5.5,29.0,0.0
5.5,34.0,1.0
5.5,49.0,1.0
5.5,21.0,0.0
5.5,30.0,3.0
5.5,21.0,1.0
5.5,21.0,1.0
5.5,22.0,0.0
5.5,13.0,0.0
5.5,30.0,0.0
5.5,6.0,0.0
5.5,29.0,1.0
5.5,19.0,0.0
5.5,15.0,0.0
5.5,32.0,1.0
5.5,32.0,1.0
5.5,30.0,0.0
5.5,7.0,0.0
5.5,39.0,11.0
5.5,34.0,0.0
5.5,17.0,1.0
5.5,39.0,0.0
5.5,28.0,0.0
5.5,2.0,0.0
5.5,16.0,0.0
5.5,32.0,1.0
5.5,7.0,0.0
5.5,3.0,0.0
5.5,17.0,1.0
5.5,23.0,1.0
5.5,28.0,0.0
5.5,33.0,0.0
5.5,8.0,0.0
5.5,20.0,0.0
5.5,18.0,0.0
5.5,29.0,1.0
5.5,21.0,1.0
5.5,35.0,1.0
5.5,15.0,0.0
5.5,10.0,0.0
5.5,21.0,0.0
5.5,27.0,0.0
5.5,18.0,0.0
5.5,28.0,1.0
5.5,5.0,0.0
5.5,16.0,2.0
5.5,17.0,0.0
5.5,36.0,1.0
5.5,23.0,0.0
5.5,13.0,0.0
5.5,18.0,1.0
5.5,6.0,0.0
5.5,23.0,2.0
5.5,16.0,0.0
5.5,2.0,0.0
5.5,26.0,0.0
5.5,13.0,0.0
5.5,36.0,0.0
5.5,35.0,1.0
5.5,20.0,1.0
5.5,9.0,0.0
5.5,3.0,0.0
5.5,22.0,0.0
5.5,27.0,4.0
5.5,17.0,1.0
5.5,13.0,1.0
5.5,20.0,1.0
5.5,20.0,1.0
5.5,28.0,2.0
5.5,29.0,3.0
5.5,9.0,0.0
5.5,17.0,0.0
5.5,20.0,1.0
5.5,12.0,0.0
5.5,22.0,1.0
5.5,31.0,1.0
5.5,17.0,0.0
5.5,7.0,0.0
5.5,18.0,0.0
5.5,38.0,1.0
5.5,33.0,2.0
5.5,28.0,1.0
5.5,11.0,0.0
5.5,19.0,0.0
5.5,8.0,0.0
5.5,14.0,1.0
5.5,20.0,3.0
5.5,24.0,2.0
5.5,16.0,0.0
5.5,7.0,0.0
5.5,24.0,0.0
5.5,52.0,4.0
5.5,26.0,0.0
5.5,16.0,0.0
5.5,31.0,3.0
5.5,48.0,3.0
5.5,28.0,5.0
5.5,40.0,0.0
5.5,43.0,1.0
5.5,21.0,1.0
5.5,22.0,0.0
5.5,34.0,0.0
5.5,14.0,0.0
5.5,21.0,2.0
5.5,44.0,2.0
5.5,33.0,0.0
5.5,11.0,0.0
5.5,28.0,1.0
5.5,32.0,0.0
5.5,7.0,0.0
5.5,29.0,1.0
5.5,18.0,0.0
5.5,3.0,4.0
5.5,28.0,0.0
5.5,11.0,0.0
5.5,30.0,1.0
5.5,27.0,0.0
5.5,28.0,1.0
5.5,33.0,9.0
5.5,30.0,1.0
5.5,8.0,0.0
5.5,16.0,0.0
5.5,9.0,0.0
5.5,14.0,2.0
5.5,36.0,2.0
5.5,19.0,0.0
5.5,32.0,0.0
5.5,19.0,0.0
5.5,16.0,0.0
5.5,36.0,2.0
5.5,10.0,2.0
5.5,30.0,0.0
5.5,4.0,0.0
5.5,36.0,1.0
5.5,22.0,0.0
5.5,23.0,0.0
5.5,10.0,0.0
5.5,25.0,0.0
5.5,12.0,0.0
5.5,18.0,0.0
5.5,21.0,0.0
5.5,9.0,0.0
5.5,11.0,0.0
5.5,8.0,1.0
5.5,37.0,2.0
5.5,43.0,2.0
5.5,41.0,0.0
5.5,0.0,0.0
5.5,9.0,0.0
5.5,19.0,1.0
5.5,26.0,5.0
5.5,23.0,0.0
5.5,11.0,0.0
5.5,16.0,1.0
5.5,30.0,1.0
5.5,37.0,0.0
5.5,28.0,0.0
5.5,19.0,0.0
5.5,11.0,0.0
5.5,29.0,0.0
5.5,25.0,0.0
5.5,23.0,0.0
5.5,16.0,0.0
5.5,8.0,0.0
5.5,6.0,0.0
5.5,10.0,0.0
5.5,23.0,0.0
5.5,14.0,0.0
5.5,37.0,0.0
5.5,18.0,11.0
5.5,25.0,2.0
5.5,22.0,2.0
5.5,20.0,8.0
5.5,8.0,0.0
5.5,29.0,0.0
5.5,10.0,0.0
5.5,8.0,0.0
5.5,35.0,2.0
5.5,24.0,0.0
5.5,46.0,1.0
5.5,9.0,0.0
5.5,19.0,0.0
5.5,13.0,0.0
5.5,18.0,0.0
5.5,27.0,0.0
5.5,9.0,0.0
5.5,8.0,0.0
5.5,13.0,0.0
5.5,14.0,0.0
5.5,20.0,0.0
5.5,17.0,0.0
5.5,17.0,0.0
5.5,19.0,0.0
5.5,37.0,1.0
5.5,6.0,0.0
5.5,41.0,1.0
5.5,39.0,1.0
5.5,20.0,1.0
5.5,5.0,0.0
5.5,16.0,0.0
5.5,22.0,1.0
5.5,17.0,0.0
5.5,22.0,0.0
5.5,15.0,0.0
5.5,3.0,0.0
5.5,23.0,0.0
5.5,31.0,7.0
5.5,10.0,0.0
5.5,31.0,0.0
5.5,16.0,2.0
5.5,31.0,0.0
5.5,25.0,1.0
5.5,31.0,4.0
5.5,20.0,0.0
5.5,19.0,0.0
5.5,22.0,0.0
5.5,22.0,0.0
5.5,41.0,1.0
5.5,21.0,1.0
5.5,27.0,0.0
5.5,7.0,1.0
5.5,17.0,0.0
5.5,23.0,0.0
5.5,12.0,0.0
5.5,14.0,0.0
6.0,31.0,0.0
6.0,29.0,0.0
6.0,20.0,1.0
6.0,30.0,0.0
6.0,30.0,0.0
6.0,9.0,0.0
6.0,13.0,0.0
6.0,18.0,0.0
6.0,15.0,0.0
6.0,12.0,0.0
6.0,30.0,3.0
6.0,9.0,0.0
6.0,30.0,0.0
6.0,16.0,9.0
6.0,14.0,0.0
6.0,15.0,0.0
6.0,12.0,0.0
6.0,2.0,0.0
6.0,12.0,0.0
6.0,19.0,2.0
6.0,15.0,0.0
6.0,30.0,0.0
6.0,33.0,2.0
6.0,18.0,1.0
6.0,14.0,0.0
6.0,24.0,1.0
6.0,16.0,0.0
6.0,25.0,0.0
6.0,19.0,0.0
6.0,32.0,0.0
6.0,7.0,0.0
6.0,37.0,0.0
6.0,12.0,4.0
6.0,20.0,0.0
6.0,18.0,0.0
6.0,31.0,14.0
6.0,5.0,0.0
6.0,18.0,1.0
6.0,34.0,1.0
6.0,14.0,0.0
6.0,40.0,0.0
6.0,18.0,6.0
6.0,41.0,1.0
6.0,11.0,0.0
6.0,11.0,0.0
6.0,16.0,0.0
6.0,21.0,0.0
6.0,45.0,4.0
6.0,2.0,0.0
6.0,16.0,0.0
6.0,26.0,0.0
6.0,35.0,1.0
6.0,39.0,2.0
6.0,16.0,1.0
6.0,27.0,0.0
6.0,20.0,0.0
6.0,16.0,0.0
6.0,36.0,1.0
6.0,16.0,0.0
6.0,28.0,0.0
6.0,20.0,12.0
6.0,4.0,0.0
6.0,26.0,0.0
6.0,17.0,5.0
6.0,15.0,0.0
6.0,21.0,0.0
6.0,13.0,0.0
6.0,16.0,0.0
6.0,17.0,0.0
6.0,11.0,0.0
6.0,13.0,8.0
6.0,4.0,0.0
6.0,39.0,0.0
6.0,33.0,2.0
6.0,34.0,0.0
6.0,58.0,2.0
6.0,36.0,0.0
6.0,10.0,0.0
6.0,16.0,10.0
6.0,14.0,0.0
6.0,16.0,1.0
6.0,29.0,1.0
6.0,28.0,1.0
6.0,36.0,0.0
6.0,30.0,0.0
6.0,5.0,0.0
6.0,7.0,0.0
6.0,30.0,0.0
6.0,19.0,0.0
6.0,10.0,0.0
6.0,5.0,1.0
6.0,17.0,0.0
6.0,20.0,0.0
6.0,28.0,0.0
6.0,20.0,0.0
6.0,17.0,0.0
6.0,15.0,0.0
6.0,30.0,1.0
6.0,34.0,0.0
6.0,20.0,0.0
6.0,30.0,0.0
6.0,18.0,0.0
6.0,31.0,0.0
6.0,42.0,0.0
6.0,28.0,2.0
6.0,15.0,0.0
6.0,5.0,0.0
6.0,10.0,0.0
6.0,25.0,0.0
6.0,35.0,4.0
6.0,15.0,0.0
6.0,17.0,0.0
6.0,33.0,4.0
6.0,22.0,0.0
6.0,24.0,10.0
6.0,44.0,3.0
6.0,27.0,4.0
6.0,3.0,0.0
6.0,26.0,0.0
6.0,9.0,0.0
6.0,27.0,0.0
6.0,38.0,1.0
6.0,14.0,0.0
6.0,16.0,0.0
6.0,14.0,0.0
6.0,32.0,1.0
6.0,5.0,0.0
6.0,24.0,1.0
6.0,28.0,1.0
6.0,12.0,0.0
6.0,9.0,0.0
6.0,2.0,0.0
6.0,12.0,0.0
6.0,18.0,1.0
6.0,15.0,1.0
6.0,25.0,1.0
6.0,31.0,1.0
6.0,22.0,0.0
6.0,12.0,0.0
6.0,23.0,0.0
6.0,11.0,0.0
6.0,25.0,0.0
6.0,22.0,1.0
6.0,35.0,0.0
6.0,9.0,0.0
6.0,4.0,0.0
6.0,20.0,2.0
6.0,19.0,0.0
6.0,9.0,0.0
6.0,19.0,0.0
6.0,12.0,0.0
6.0,17.0,0.0
6.0,12.0,0.0
6.0,25.0,3.0
6.0,27.0,0.0
6.0,5.0,0.0
6.0,11.0,5.0
6.0,27.0,0.0
6.0,27.0,1.0
6.0,26.0,0.0
6.0,13.0,0.0
6.0,43.0,1.0
6.0,31.0,1.0
6.0,19.0,0.0
6.0,5.0,0.0
6.0,28.0,0.0
6.0,41.0,6.0
6.0,20.0,0.0
6.0,27.0,1.0
6.0,22.0,0.0
6.0,4.0,0.0
6.0,14.0,0.0
6.0,38.0,0.0
6.0,14.0,2.0
6.0,7.0,0.0
6.0,9.0,0.0
6.0,9.0,0.0
6.0,14.0,0.0
6.0,20.0,0.0
6.0,24.0,0.0
6.0,12.0,0.0
6.0,9.0,0.0
6.0,38.0,0.0
6.0,19.0,0.0
6.0,24.0,0.0
6.0,9.0,0.0
6.0,11.0,0.0
6.0,5.0,0.0
6.0,32.0,0.0
6.0,42.0,2.0
6.0,13.0,0.0
6.0,3.0,0.0
6.0,24.0,4.0
6.0,24.0,0.0
